time_s,Vin_V,Iin_A,Vout_V,Iout_A,Temp_C,fault_label
0.0,5.0,0.5918004603840242,3.2837087712829236,0.7944652730047851,30.0,0
0.0001,5.0,0.5889173539192092,3.30244834364245,0.7878752216174021,30.000001256637063,0
0.0002,5.0,0.6108421474017384,3.293902355217784,0.8126034767295663,30.000002513274122,0
0.0003,5.0,0.5979342805035095,3.2932016825180157,0.7991331987149128,30.000003769911185,0
0.0004,5.0,0.5952758411329568,3.303407821158427,0.7943901423618477,30.000005026548244,0
0.0005,5.0,0.6067582094307745,3.303824224122047,0.8063893779453521,30.000006283185307,0
0.0006,5.0,0.6008435299769087,3.2944699775230264,0.8019647764517883,30.000007539822366,0
0.0007,5.0,0.6059884240853137,3.301130373520203,0.8061041330243744,30.000008796459426,0
0.0008,5.0,0.6057533046864204,3.303620283569182,0.8053797379957071,30.00001005309649,0
0.0009,5.0,0.6120251054723324,3.29640339985767,0.813381674248249,30.000011309733548,0
0.001,5.0,0.6031682905322366,3.287289068045695,0.8058118857468519,30.000012566370607,0
0.0011,5.0,0.6007703517487227,3.3035686858441125,0.8001568616406657,30.000013823007667,0
0.0012,5.0,0.5977503499668864,3.3157457537514703,0.7946702294095188,30.000015079644722,0
0.0013,5.0,0.5904209871323015,3.312609979770636,0.787575309539919,30.00001633628178,0
0.0014,5.0,0.6064202494098337,3.293416023255563,0.8080679942323742,30.000017592918837,0
0.0015,5.0,0.5982977626436929,3.3023995203112353,0.7977898848309524,30.000018849555893,0
0.0016,5.0,0.5978155437226821,3.3109127629382997,0.7956656497953288,30.00002010619295,0
0.0017,5.0,0.6097964117301882,3.3082415425130094,0.8087623815368109,30.000021362830005,0
0.0018,5.0,0.6011253073757447,3.30345218293486,0.8005709775424052,30.000022619467057,0
0.0019,5.0,0.6010739079361496,3.3016110349990204,0.8008720266917141,30.00002387610411,0
0.002,5.0,0.6049327556168688,3.2945451944023114,0.8062974853207006,30.00002513274116,0
0.0021,5.0,0.6096714230373314,3.2768151878914478,0.8147551273121738,30.000026389378213,0
0.0022,5.0,0.5960844453804318,3.3002690874435694,0.7958853305143843,30.000027646015262,0
0.0023,5.0,0.5887676288133585,3.3003169107985313,0.7881775425338536,30.000028902652314,0
0.0024,5.0,0.5986265920975206,3.3188882453967024,0.7950253046705548,30.00003015928936,0
0.0025,5.0,0.6015667263649848,3.3186903045459575,0.7981465201366127,30.000031415926408,0
0.0026,5.0,0.6050202041189519,3.2843340173072444,0.8083829016069851,30.000032672563453,0
0.0027,5.0,0.5951959564559407,3.302246194840142,0.7945875565381662,30.000033929200494,0
0.0028,5.0,0.601574201853157,3.294094592241004,0.8028653996285458,30.00003518583754,0
0.0029,5.0,0.5934356774587166,3.315997814792774,0.7901428504557835,30.00003644247458,0
0.003,5.0,0.5972714584965133,3.30766135723268,0.7957487209484261,30.00003769911162,0
0.0031,5.0,0.6088827033597332,3.29351466192944,0.8106900247337228,30.000038955748657,0
0.0032,5.0,0.5970484618104651,3.3011595989585785,0.7967567420384071,30.000040212385695,0
0.0033,5.0,0.6011616656241547,3.324781872546589,0.7965873989735434,30.00004146902273,0
0.0034,5.0,0.5858171492593818,3.2935348523783374,0.7863769100995687,30.000042725659764,0
0.0035,5.0,0.6073921840566563,3.304490673004025,0.8070068538095425,30.000043982296795,0
0.0036,5.0,0.6055220446191504,3.2907212369496253,0.8077008522514476,30.000045238933826,0
0.0037,5.0,0.5857736471380541,3.292771001036747,0.786482940507645,30.000046495570853,0
0.0038,5.0,0.5916119086340911,3.3007497833475656,0.7911290527360776,30.00004775220788,0
0.0039,5.0,0.6051400360770306,3.293822080773802,0.8067060285971119,30.000049008844904,0
0.004,5.0,0.5872036592230029,3.2809656909225966,0.7902344501752143,30.000050265481928,0
0.0041,5.0,0.5863210601114445,3.2963828446934738,0.7863900842589681,30.000051522118948,0
0.0042,5.0,0.609199199909592,3.3075068346272487,0.8083427834703767,30.00005277875597,0
0.0043,5.0,0.5987854497117409,3.302431116290835,0.7983709462364041,30.000054035392985,0
0.0044,5.0,0.6007084279695308,3.2926795610571284,0.8022671287053696,30.000055292029998,0
0.0045,5.0,0.5838625543404076,3.284819212300781,0.7859867854656746,30.00005654866701,0
0.0046,5.0,0.6119344086415098,3.290179854328008,0.8145979791127256,30.00005780530402,0
0.0047,5.0,0.6031919394302785,3.3056431155412325,0.802401012902848,30.00005906194103,0
0.0048,5.0,0.609288747204752,3.307790332157728,0.8083979902194938,30.000060318578033,0
0.0049,5.0,0.6149883830986702,3.313132865626271,0.8133514614022481,30.00006157521504,0
0.005,5.0,0.6039910967162175,3.304119565255457,0.803541507307537,30.000062831852038,0
0.0051,5.0,0.6181402176644969,3.3010441755670437,0.8190252933914038,30.000064088489037,0
0.0052,5.0,0.6134724839575142,3.299759720400842,0.8143659420962165,30.000065345126032,0
0.0053,5.0,0.5943305638208212,3.300692521458288,0.7940408329398349,30.000066601763024,0
0.0054,5.0,0.5835378521299678,3.2959208973403946,0.7835789468149538,30.000067858400016,0
0.0055,5.0,0.6070315690796496,3.305609020788622,0.8064649838722725,30.000069115037004,0
0.0056,5.0,0.5899069137188897,3.2965617120969934,0.7901738112565294,30.00007037167399,0
0.0057,5.0,0.5953490284487446,3.2973824389494624,0.7957533449512261,30.00007162831097,0
0.0058,5.0,0.6177175823028613,3.308516319500402,0.8171386913489104,30.00007288494795,0
0.0059,5.0,0.5992620511129922,3.2927272389592606,0.8007725579770727,30.000074141584925,0
